Name,Brand,SKU,MPN,base_price,MSRP,Image
"30"" Gas Range - White",Verona,VEFSGG304NW,VEFSGG304NW,2749.99,4099.0,https://images.webfronts.com/cache/metyjassarmr.jpg?imgeng=/w_1920/h_1920/m_letterbox_ffffff_100
ZLINE Autograph Edition 24 in. 2.8 cu. ft. Legacy Dual Fuel Range with 4 Burner Gas Cooktop and Electric Convection Oven in Satin Stainless Steel with White Matte Door and Champagne Bronze Accents (RASZ-WM-24-CB) [Color: Matte Black],Zline Kitchen And Bath,RASZWM24MB,RASZWM24MB,3499.95,,https://images.webfronts.com/cache/frhlaczylhgf.jpg?imgeng=/w_1920/h_1920/m_letterbox_ffffff_100
ZLINE Autograph Edition 36 in. 4.6 cu. ft. Legacy Dual Fuel Range with 6 Burner Gas Cooktop and Electric Convection Oven [Color: Champagne Bronze],Zline Kitchen And Bath,RAZWM36CB,RAZWM36CB,3464.90,3849.95,https://images.webfronts.com/cache/frnzigaafrgy.jpg?imgeng=/w_1920/h_1920/m_letterbox_ffffff_100/cmpr_99
ZLINE 24 in. 2.8 cu. ft. Legacy Dual Fuel Range with 4 Burner Gas Cooktop and Electric Convection Oven in Stainless Steel with Satin Stainless Steel Door (RA-SN-24) [Color: Stainless Steel],Zline Kitchen And Bath,RA24,RA24,1799.90,1999.95,https://images.webfronts.com/cache/frptvoligupf.jpg?imgeng=/w_1920/h_1920/m_letterbox_ffffff_100
ZLINE 30 in. 4.0 cu. ft. Legacy Dual Fuel Range with 4 Burner Gas Cooktop and Electric Convection Oven in Stainless Steel with Satin Stainless Steel Door (RA-SN-30) [Color: Stainless Steel With Brass Burners],Zline Kitchen And Bath,RABR30,RABR30,2429.90,2699.95,https://images.webfronts.com/cache/frwwsguubcod.jpg?imgeng=/w_1920/h_1920/m_letterbox_ffffff_100
ZLINE 24 in. 2.8 cu. ft. Legacy Dual Fuel Range with 4 Burner Gas Cooktop and Electric Convection Oven in Satin Stainless Steel (RAS-SN-24) [Color: DuraSnow With Brass Burners],Zline Kitchen And Bath,RASSNBR24,RASSNBR24,2499.95,,https://images.webfronts.com/cache/frwkfvcbpuwu.jpg?imgeng=/w_1920/h_1920/m_letterbox_ffffff_100/cmpr_99
"Pro-Style® 30"" Dual -Fuel Range Pro Style Stainless",Jennair,JDS1450FP,JDS1450FP,2599.99,,https://images.webfronts.com/cache/megmhcfemsja.jpg?imgeng=/w_1920/h_1920/m_letterbox_ffffff_100/cmpr_99
"30"" Gas Range with No Preheat and Air Fry",Frigidaire,PCFG3080AF,PCFG3080AF,2699.99,3349.99,https://images.webfronts.com/cache/frztiasnyoex.jpg?imgeng=/w_1920/h_1920/m_letterbox_ffffff_100/cmpr_99
"30"" Gas Range - White",Verona,VEFSGG304NW,VEFSGG304NW,2749.99,4099.0,https://images.webfronts.com/cache/metyjassarmr.jpg?imgeng=/w_1920/h_1920/m_letterbox_ffffff_100
ZLINE Autograph Edition 24 in. 2.8 cu. ft. Legacy Dual Fuel Range with 4 Burner Gas Cooktop and Electric Convection Oven in Stainless Steel [Color: Champagne Bronze Accents],Zline Kitchen And Bath,RAZ24CB,RAZ24CB,2879.90,3199.95,https://images.webfronts.com/cache/frrsbbrdgeng.jpg?imgeng=/w_1920/h_1920/m_letterbox_ffffff_100/cmpr_99
ZLINE 30 in. 4.0 cu. ft. Legacy Dual Fuel Range with 4 Burner Gas Cooktop and Electric Convection Oven in Satin Stainless Steel and Blue Matte Door (RAS-BM-30) [Color: DuraSnow Stainless Steel with Brass Burners],Zline Kitchen And Bath,RASSNBR30,RASSNBR30,2899.95,,https://images.webfronts.com/cache/frlgrqfyiarr.jpg?imgeng=/w_1920/h_1920/m_letterbox_ffffff_100/cmpr_99
"ZLINE Autograph Edition 30"" 4.0 cu. ft. Dual Fuel Range with Gas Stove and Electric Oven in Stainless Steel with Accents (RAZ-30) [Color: Champagne Bronze]",Zline Kitchen And Bath,RAZ30CB,RAZ30CB,2969.90,3299.95,https://images.webfronts.com/cache/frufdqznqmmq.jpg?imgeng=/w_1920/h_1920/m_letterbox_ffffff_100/cmpr_99
ZLINE 36 in. 4.6 cu. ft. Legacy Dual Fuel Range with Gas Cooktop and Electric Convection Oven in Stainless Steel with 6 Brass Burners (RA-BR-36),Zline Kitchen And Bath,RABR36,RABR36,2969.90,3299.95,https://images.webfronts.com/cache/frmokqapoaej.jpg?imgeng=/w_1920/h_1920/m_letterbox_ffffff_100
"Prestige 36"" Dual Fuel Single Oven Range - Stainless Steel",Verona,VPFSGE365SS,VPFSGE365SS,2999.99,3999.0,https://images.webfronts.com/cache/meaasmoajxlv.jpg?imgeng=/w_1920/h_1920/m_letterbox_ffffff_100
"30"" Gas Range, Silver Stainless Steel, Liquid Propane/High Altitude",Dacor,HGR30PSLPH,HGR30PSLPH,2999.99,3999.0,https://images.webfronts.com/cache/frpjctjvrger.png?imgeng=/w_1920/h_1920/m_letterbox_ffffff_100
ZLINE Autograph Edition 30 in. 4.0 cu. ft. Dual Fuel Range with Gas Stove and Electric Oven in Stainless Steel with White Matte Door and Accents (RAZ-WM-30) [Color: Champagne Bronze],Zline Kitchen And Bath,RAZWM30CB,RAZWM30CB,3014.90,3349.95,https://images.webfronts.com/cache/frjrqnjvplbx.jpg?imgeng=/w_1920/h_1920/m_letterbox_ffffff_100
